"Dataset","#trainingReleases","%training","%defectiveTraining","%defectiveTesting","classifier","balancing","featureSelection","sensitivity","TP","FP","TN","FN","precision","recall","AUC","kappa"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Undersampling","No selection","Sensitive learning","0.903226","0.617021","0.382979","0.096774","0.906149","0.903226","0.753638","0.283645"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Undersampling","No selection","No cost sensitive","0.948387","0.787234","0.212766","0.051613","0.888218","0.948387","0.783905","0.19884"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Oversampling","Best First","Sensitive threshold","0.874194","0.553191","0.446809","0.125806","0.912458","0.874194","0.660501","0.287294"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Oversampling","Best First","Sensitive learning","0.9","0.595745","0.404255","0.1","0.908795","0.9","0.76081","0.296234"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Oversampling","Best First","No cost sensitive","0.970968","0.957447","0.042553","0.029032","0.869942","0.970968","0.706005","0.020028"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Oversampling","No selection","Sensitive threshold","0.874194","0.553191","0.446809","0.125806","0.912458","0.874194","0.660501","0.287294"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Oversampling","No selection","Sensitive learning","0.9","0.595745","0.404255","0.1","0.908795","0.9","0.76081","0.296234"
"BOOKKEEPER","3","66.42","12.85","13.13","Naive Bayes","Oversampling","No selection","No cost sensitive","0.948387","0.787234","0.212766","0.051613","0.888218","0.948387","0.783905","0.19884"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","No sampling","Best First","Sensitive threshold","0.935484","0.93617","0.06383","0.064516","0.868263","0.935484","0.499657","-8.76E-4"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","No sampling","Best First","Sensitive learning","0.935484","0.93617","0.06383","0.064516","0.868263","0.935484","0.655079","-8.76E-4"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","No sampling","Best First","No cost sensitive","0.954839","0.93617","0.06383","0.045161","0.870588","0.954839","0.65731","0.0256"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","No sampling","No selection","Sensitive threshold","0.935484","0.93617","0.06383","0.064516","0.868263","0.935484","0.499657","-8.76E-4"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","No sampling","No selection","Sensitive learning","0.935484","0.93617","0.06383","0.064516","0.868263","0.935484","0.655079","-8.76E-4"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","No sampling","No selection","No cost sensitive","0.954839","0.957447","0.042553","0.045161","0.868035","0.954839","0.655079","-0.003621"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Undersampling","Best First","Sensitive threshold","0.841935","0.87234","0.12766","0.158065","0.864238","0.841935","0.484798","-0.028357"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Undersampling","Best First","Sensitive learning","0.858065","0.87234","0.12766","0.141935","0.86645","0.858065","0.558785","-0.0139"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Undersampling","Best First","No cost sensitive","0.680645","0.510638","0.489362","0.319355","0.897872","0.680645","0.602196","0.101381"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Undersampling","No selection","Sensitive threshold","0.841935","0.87234","0.12766","0.158065","0.864238","0.841935","0.484798","-0.028357"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Undersampling","No selection","Sensitive learning","0.858065","0.87234","0.12766","0.141935","0.86645","0.858065","0.558785","-0.0139"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Undersampling","No selection","No cost sensitive","0.954839","0.957447","0.042553","0.045161","0.868035","0.954839","0.655079","-0.003621"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Oversampling","Best First","Sensitive threshold","0.783871","0.765957","0.234043","0.216129","0.870968","0.783871","0.508957","0.013997"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Oversampling","Best First","Sensitive learning","0.8","0.765957","0.234043","0.2","0.873239","0.8","0.629204","0.027572"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Oversampling","Best First","No cost sensitive","0.893548","0.787234","0.212766","0.106452","0.882166","0.893548","0.623095","0.110296"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Oversampling","No selection","Sensitive threshold","0.783871","0.765957","0.234043","0.216129","0.870968","0.783871","0.508957","0.013997"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Oversampling","No selection","Sensitive learning","0.8","0.765957","0.234043","0.2","0.873239","0.8","0.629204","0.027572"
"BOOKKEEPER","3","66.42","12.85","13.13","IBk","Oversampling","No selection","No cost sensitive","0.954839","0.957447","0.042553","0.045161","0.868035","0.954839","0.655079","-0.003621"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","No sampling","Best First","Sensitive threshold","0.809798","0.833333","0.166667","0.190202","0.918301","0.809798","0.488232","-0.01449"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","No sampling","Best First","Sensitive learning","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.54414","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","No sampling","Best First","No cost sensitive","0.994236","1.0","0.0","0.005764","0.92","0.994236","0.671758","-0.010047"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","No sampling","No selection","Sensitive threshold","0.809798","0.833333","0.166667","0.190202","0.918301","0.809798","0.488232","-0.01449"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","No sampling","No selection","Sensitive learning","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.54414","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","No sampling","No selection","No cost sensitive","0.994236","1.0","0.0","0.005764","0.92","0.994236","0.619693","-0.010047"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Undersampling","Best First","Sensitive threshold","0.717579","0.633333","0.366667","0.282421","0.929104","0.717579","0.542123","0.038244"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Undersampling","Best First","Sensitive learning","0.925072","1.0","0.0","0.074928","0.91453","0.925072","0.564457","-0.079787"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Undersampling","Best First","No cost sensitive","0.752161","0.5","0.5","0.247839","0.945652","0.752161","0.730115","0.121172"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Undersampling","No selection","Sensitive threshold","0.717579","0.633333","0.366667","0.282421","0.929104","0.717579","0.542123","0.038244"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Undersampling","No selection","Sensitive learning","0.925072","1.0","0.0","0.074928","0.91453","0.925072","0.564457","-0.079787"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Undersampling","No selection","No cost sensitive","0.994236","1.0","0.0","0.005764","0.92","0.994236","0.607349","-0.010047"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Oversampling","Best First","Sensitive threshold","0.714697","0.733333","0.266667","0.285303","0.918519","0.714697","0.490682","-0.008579"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Oversampling","Best First","Sensitive learning","0.902017","1.0","0.0","0.097983","0.912536","0.902017","0.562008","-0.092358"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Oversampling","Best First","No cost sensitive","0.95389","0.933333","0.066667","0.04611","0.922006","0.95389","0.68367","0.025153"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Oversampling","No selection","Sensitive threshold","0.714697","0.733333","0.266667","0.285303","0.918519","0.714697","0.490682","-0.008579"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Oversampling","No selection","Sensitive learning","0.902017","1.0","0.0","0.097983","0.912536","0.902017","0.562008","-0.092358"
"BOOKKEEPER","4","73.8","8.92","7.94","Random Forest","Oversampling","No selection","No cost sensitive","0.994236","1.0","0.0","0.005764","0.92","0.994236","0.607349","-0.010047"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","No sampling","Best First","Sensitive threshold","0.913545","0.9","0.1","0.086455","0.921512","0.913545","0.506772","0.012953"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","No sampling","Best First","Sensitive learning","0.956772","1.0","0.0","0.043228","0.917127","0.956772","0.638569","-0.056022"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","No sampling","Best First","No cost sensitive","0.988473","1.0","0.0","0.011527","0.919571","0.988473","0.697646","-0.019081"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","No sampling","No selection","Sensitive threshold","0.913545","0.9","0.1","0.086455","0.921512","0.913545","0.506772","0.012953"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","No sampling","No selection","Sensitive learning","0.956772","1.0","0.0","0.043228","0.917127","0.956772","0.638569","-0.056022"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","No sampling","No selection","No cost sensitive","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.638569","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Undersampling","Best First","Sensitive threshold","0.043228","0.366667","0.633333","0.956772","0.576923","0.043228","0.33828","-0.054937"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Undersampling","Best First","Sensitive learning","0.688761","0.666667","0.333333","0.311239","0.92278","0.688761","0.407012","0.009442"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Undersampling","Best First","No cost sensitive","0.959654","0.866667","0.133333","0.040346","0.927577","0.959654","0.664025","0.113775"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Undersampling","No selection","Sensitive threshold","0.043228","0.366667","0.633333","0.956772","0.576923","0.043228","0.33828","-0.054937"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Undersampling","No selection","Sensitive learning","0.688761","0.666667","0.333333","0.311239","0.92278","0.688761","0.407012","0.009442"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Undersampling","No selection","No cost sensitive","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.638569","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Oversampling","Best First","Sensitive threshold","0.158501","0.4","0.6","0.841499","0.820896","0.158501","0.379251","-0.045884"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Oversampling","Best First","Sensitive learning","0.945245","1.0","0.0","0.054755","0.916201","0.945245","0.390874","-0.06577"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Oversampling","Best First","No cost sensitive","0.979827","0.966667","0.033333","0.020173","0.921409","0.979827","0.720461","0.019789"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Oversampling","No selection","Sensitive threshold","0.158501","0.4","0.6","0.841499","0.820896","0.158501","0.379251","-0.045884"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Oversampling","No selection","Sensitive learning","0.945245","1.0","0.0","0.054755","0.916201","0.945245","0.390874","-0.06577"
"BOOKKEEPER","4","73.8","8.92","7.94","Naive Bayes","Oversampling","No selection","No cost sensitive","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.638569","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","No sampling","Best First","Sensitive threshold","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.48415","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","No sampling","Best First","Sensitive learning","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.751297","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","No sampling","Best First","No cost sensitive","0.991354","1.0","0.0","0.008646","0.919786","0.991354","0.698991","-0.014681"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","No sampling","No selection","Sensitive threshold","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.48415","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","No sampling","No selection","Sensitive learning","0.9683","1.0","0.0","0.0317","0.918033","0.9683","0.751297","-0.044604"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","No sampling","No selection","No cost sensitive","0.985591","1.0","0.0","0.014409","0.919355","0.985591","0.751297","-0.023265"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Undersampling","Best First","Sensitive threshold","0.902017","0.966667","0.033333","0.097983","0.915205","0.902017","0.467675","-0.060076"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Undersampling","Best First","Sensitive learning","0.904899","0.966667","0.033333","0.095101","0.915452","0.904899","0.593036","-0.058222"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Undersampling","Best First","No cost sensitive","0.706052","0.5","0.5","0.293948","0.942308","0.706052","0.637608","0.088638"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Undersampling","No selection","Sensitive threshold","0.902017","0.966667","0.033333","0.097983","0.915205","0.902017","0.467675","-0.060076"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Undersampling","No selection","Sensitive learning","0.904899","0.966667","0.033333","0.095101","0.915452","0.904899","0.593036","-0.058222"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Undersampling","No selection","No cost sensitive","0.985591","1.0","0.0","0.014409","0.919355","0.985591","0.751297","-0.023265"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Oversampling","Best First","Sensitive threshold","0.873199","0.866667","0.133333","0.126801","0.920973","0.873199","0.503266","0.005127"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Oversampling","Best First","Sensitive learning","0.881844","0.866667","0.133333","0.118156","0.921687","0.881844","0.561768","0.012356"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Oversampling","Best First","No cost sensitive","0.951009","0.966667","0.033333","0.048991","0.91922","0.951009","0.557349","-0.019158"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Oversampling","No selection","Sensitive threshold","0.873199","0.866667","0.133333","0.126801","0.920973","0.873199","0.503266","0.005127"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Oversampling","No selection","Sensitive learning","0.881844","0.866667","0.133333","0.118156","0.921687","0.881844","0.561768","0.012356"
"BOOKKEEPER","4","73.8","8.92","7.94","IBk","Oversampling","No selection","No cost sensitive","0.985591","1.0","0.0","0.014409","0.919355","0.985591","0.751297","-0.023265"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","No sampling","Best First","Sensitive threshold","0.811083","0.642857","0.357143","0.188917","0.97281","0.811083","0.584113","0.051382"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","No sampling","Best First","Sensitive learning","0.972292","1.0","0.0","0.027708","0.965","0.972292","0.691616","-0.030902"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","No sampling","Best First","No cost sensitive","0.997481","1.0","0.0","0.002519","0.965854","0.997481","0.703401","-0.004562"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","No sampling","No selection","Sensitive threshold","0.811083","0.642857","0.357143","0.188917","0.97281","0.811083","0.584113","0.051382"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","No sampling","No selection","Sensitive learning","0.972292","1.0","0.0","0.027708","0.965","0.972292","0.691616","-0.030902"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","No sampling","No selection","No cost sensitive","0.997481","1.0","0.0","0.002519","0.965854","0.997481","0.720943","-0.004562"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Undersampling","Best First","Sensitive threshold","0.735516","0.571429","0.428571","0.264484","0.973333","0.735516","0.582044","0.03779"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Undersampling","Best First","Sensitive learning","0.957179","0.928571","0.071429","0.042821","0.966921","0.957179","0.670475","0.025142"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Undersampling","Best First","No cost sensitive","0.743073","0.428571","0.571429","0.256927","0.980066","0.743073","0.678212","0.07301"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Undersampling","No selection","Sensitive threshold","0.735516","0.571429","0.428571","0.264484","0.973333","0.735516","0.582044","0.03779"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Undersampling","No selection","Sensitive learning","0.957179","0.928571","0.071429","0.042821","0.966921","0.957179","0.670475","0.025142"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Undersampling","No selection","No cost sensitive","0.997481","1.0","0.0","0.002519","0.965854","0.997481","0.768802","-0.004562"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Oversampling","Best First","Sensitive threshold","0.735516","0.785714","0.214286","0.264484","0.963696","0.735516","0.474901","-0.011843"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Oversampling","Best First","Sensitive learning","0.934509","1.0","0.0","0.065491","0.963636","0.934509","0.561803","-0.046334"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Oversampling","Best First","No cost sensitive","0.952141","1.0","0.0","0.047859","0.964286","0.952141","0.724541","-0.040826"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Oversampling","No selection","Sensitive threshold","0.735516","0.785714","0.214286","0.264484","0.963696","0.735516","0.474901","-0.011843"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Oversampling","No selection","Sensitive learning","0.934509","1.0","0.0","0.065491","0.963636","0.934509","0.561803","-0.046334"
"BOOKKEEPER","5","77.78","8.95","3.4","Random Forest","Oversampling","No selection","No cost sensitive","0.997481","1.0","0.0","0.002519","0.965854","0.997481","0.768802","-0.004562"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","No sampling","Best First","Sensitive threshold","0.856423","0.428571","0.571429","0.143577","0.982659","0.856423","0.713926","0.155176"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","No sampling","Best First","Sensitive learning","0.906801","0.5","0.5","0.093199","0.980926","0.906801","0.687028","0.200035"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","No sampling","Best First","No cost sensitive","0.959698","0.857143","0.142857","0.040302","0.969466","0.959698","0.644566","0.090133"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","No sampling","No selection","Sensitive threshold","0.856423","0.428571","0.571429","0.143577","0.982659","0.856423","0.713926","0.155176"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","No sampling","No selection","Sensitive learning","0.906801","0.5","0.5","0.093199","0.980926","0.906801","0.687028","0.200035"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","No sampling","No selection","No cost sensitive","0.934509","0.714286","0.285714","0.065491","0.973753","0.934509","0.687028","0.141962"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Undersampling","Best First","Sensitive threshold","0.869018","0.5","0.5","0.130982","0.980114","0.869018","0.684509","0.144686"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Undersampling","Best First","Sensitive learning","0.88665","0.571429","0.428571","0.11335","0.977778","0.88665","0.681","0.138569"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Undersampling","Best First","No cost sensitive","0.788413","0.571429","0.428571","0.211587","0.975078","0.788413","0.589151","0.059964"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Undersampling","No selection","Sensitive threshold","0.869018","0.5","0.5","0.130982","0.980114","0.869018","0.684509","0.144686"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Undersampling","No selection","Sensitive learning","0.88665","0.571429","0.428571","0.11335","0.977778","0.88665","0.681","0.138569"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Undersampling","No selection","No cost sensitive","0.934509","0.714286","0.285714","0.065491","0.973753","0.934509","0.687028","0.141962"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Oversampling","Best First","Sensitive threshold","0.869018","0.571429","0.428571","0.130982","0.977337","0.869018","0.648795","0.118278"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Oversampling","Best First","Sensitive learning","0.884131","0.642857","0.357143","0.115869","0.975","0.884131","0.676053","0.106062"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Oversampling","Best First","No cost sensitive","0.939547","0.785714","0.214286","0.060453","0.971354","0.939547","0.637639","0.106244"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Oversampling","No selection","Sensitive threshold","0.869018","0.571429","0.428571","0.130982","0.977337","0.869018","0.648795","0.118278"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Oversampling","No selection","Sensitive learning","0.884131","0.642857","0.357143","0.115869","0.975","0.884131","0.676053","0.106062"
"BOOKKEEPER","5","77.78","8.95","3.4","Naive Bayes","Oversampling","No selection","No cost sensitive","0.934509","0.714286","0.285714","0.065491","0.973753","0.934509","0.687028","0.141962"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","No sampling","Best First","Sensitive threshold","0.967254","0.928571","0.071429","0.032746","0.967254","0.967254","0.519341","0.038683"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","No sampling","Best First","Sensitive learning","0.967254","0.928571","0.071429","0.032746","0.967254","0.967254","0.792101","0.038683"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","No sampling","Best First","No cost sensitive","0.987406","0.928571","0.071429","0.012594","0.967901","0.987406","0.790842","0.081222"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","No sampling","No selection","Sensitive threshold","0.967254","0.928571","0.071429","0.032746","0.967254","0.967254","0.519341","0.038683"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","No sampling","No selection","Sensitive learning","0.967254","0.928571","0.071429","0.032746","0.967254","0.967254","0.792101","0.038683"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","No sampling","No selection","No cost sensitive","0.987406","0.928571","0.071429","0.012594","0.967901","0.987406","0.792101","0.081222"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Undersampling","Best First","Sensitive threshold","0.937028","0.928571","0.071429","0.062972","0.966234","0.937028","0.504228","0.005983"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Undersampling","Best First","Sensitive learning","0.939547","0.928571","0.071429","0.060453","0.966321","0.939547","0.623696","0.007959"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Undersampling","Best First","No cost sensitive","0.720403","0.428571","0.571429","0.279597","0.979452","0.720403","0.65941","0.063198"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Undersampling","No selection","Sensitive threshold","0.937028","0.928571","0.071429","0.062972","0.966234","0.937028","0.504228","0.005983"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Undersampling","No selection","Sensitive learning","0.939547","0.928571","0.071429","0.060453","0.966321","0.939547","0.623696","0.007959"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Undersampling","No selection","No cost sensitive","0.987406","0.928571","0.071429","0.012594","0.967901","0.987406","0.792101","0.081222"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Oversampling","Best First","Sensitive threshold","0.921914","0.928571","0.071429","0.078086","0.965699","0.921914","0.496671","-0.004109"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Oversampling","Best First","Sensitive learning","0.921914","0.928571","0.071429","0.078086","0.965699","0.921914","0.548669","-0.004109"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Oversampling","Best First","No cost sensitive","0.95466","0.928571","0.071429","0.04534","0.966837","0.95466","0.627564","0.022255"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Oversampling","No selection","Sensitive threshold","0.921914","0.928571","0.071429","0.078086","0.965699","0.921914","0.496671","-0.004109"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Oversampling","No selection","Sensitive learning","0.921914","0.928571","0.071429","0.078086","0.965699","0.921914","0.548669","-0.004109"
"BOOKKEEPER","5","77.78","8.95","3.4","IBk","Oversampling","No selection","No cost sensitive","0.987406","0.928571","0.071429","0.012594","0.967901","0.987406","0.792101","0.081222"
